id,texto,sentimiento,fuente,version
526,La solicitud quedo registrado en el sistema,neutral,manual,v2
527,La solicitud se encuentra en revision,neutral,manual,v2
528,La solicitud muestra el estado actual,neutral,manual,v2
529,La solicitud fue recibido correctamente,neutral,manual,v2
530,La solicitud esta disponible para consulta,neutral,manual,v2
531,La solicitud permanece en proceso,neutral,manual,v2
532,La solicitud tiene informacion general,neutral,manual,v2
533,La solicitud fue actualizado en la plataforma,neutral,manual,v2
534,La solicitud aparece en el historial,neutral,manual,v2
535,La solicitud mantiene estado activo,neutral,manual,v2
536,La solicitud fue clasificado para revision,neutral,manual,v2
537,La solicitud esta programado para seguimiento,neutral,manual,v2
538,La solicitud quedo guardado sin cambios,neutral,manual,v2
539,La solicitud incluye datos descriptivos,neutral,manual,v2
540,La solicitud se muestra en el panel,neutral,manual,v2
541,La solicitud fue enviado para validacion,neutral,manual,v2
542,La solicitud esta pendiente de confirmacion,neutral,manual,v2
543,La solicitud contiene una descripcion breve,neutral,manual,v2
544,La solicitud se encuentra en la lista,neutral,manual,v2
545,La solicitud fue marcado como recibido,neutral,manual,v2
546,La solicitud tiene una fecha asignada,neutral,manual,v2
547,La solicitud continua abierto en el sistema,neutral,manual,v2
548,La solicitud presenta opciones disponibles,neutral,manual,v2
549,La solicitud quedo documentado en el reporte,neutral,manual,v2
550,La solicitud se mantiene sin novedad,neutral,manual,v2
551,El producto quedo registrado en el sistema,neutral,manual,v2
552,El producto se encuentra en revision,neutral,manual,v2
553,El producto muestra el estado actual,neutral,manual,v2
554,El producto fue recibido correctamente,neutral,manual,v2
555,El producto esta disponible para consulta,neutral,manual,v2
556,El producto permanece en proceso,neutral,manual,v2
557,El producto tiene informacion general,neutral,manual,v2
558,El producto fue actualizado en la plataforma,neutral,manual,v2
559,El producto aparece en el historial,neutral,manual,v2
560,El producto mantiene estado activo,neutral,manual,v2
561,El producto fue clasificado para revision,neutral,manual,v2
562,El producto esta programado para seguimiento,neutral,manual,v2
563,El producto quedo guardado sin cambios,neutral,manual,v2
564,El producto incluye datos descriptivos,neutral,manual,v2
565,El producto se muestra en el panel,neutral,manual,v2
566,El producto fue enviado para validacion,neutral,manual,v2
567,El producto esta pendiente de confirmacion,neutral,manual,v2
568,El producto contiene una descripcion breve,neutral,manual,v2
569,El producto se encuentra en la lista,neutral,manual,v2
570,El producto fue marcado como recibido,neutral,manual,v2
571,El producto tiene una fecha asignada,neutral,manual,v2
572,El producto continua abierto en el sistema,neutral,manual,v2
573,El producto presenta opciones disponibles,neutral,manual,v2
574,El producto quedo documentado en el reporte,neutral,manual,v2
575,El producto se mantiene sin novedad,neutral,manual,v2
576,El reporte quedo registrado en el sistema,neutral,manual,v2
577,El reporte se encuentra en revision,neutral,manual,v2
578,El reporte muestra el estado actual,neutral,manual,v2
579,El reporte fue recibido correctamente,neutral,manual,v2
580,El reporte esta disponible para consulta,neutral,manual,v2
581,El reporte permanece en proceso,neutral,manual,v2
582,El reporte tiene informacion general,neutral,manual,v2
583,El reporte fue actualizado en la plataforma,neutral,manual,v2
584,El reporte aparece en el historial,neutral,manual,v2
585,El reporte mantiene estado activo,neutral,manual,v2
586,El reporte fue clasificado para revision,neutral,manual,v2
587,El reporte esta programado para seguimiento,neutral,manual,v2
588,El reporte quedo guardado sin cambios,neutral,manual,v2
589,El reporte incluye datos descriptivos,neutral,manual,v2
590,El reporte se muestra en el panel,neutral,manual,v2
591,El reporte fue enviado para validacion,neutral,manual,v2
592,El reporte esta pendiente de confirmacion,neutral,manual,v2
593,El reporte contiene una descripcion breve,neutral,manual,v2
594,El reporte se encuentra en la lista,neutral,manual,v2
595,El reporte fue marcado como recibido,neutral,manual,v2
596,El reporte tiene una fecha asignada,neutral,manual,v2
597,El reporte continua abierto en el sistema,neutral,manual,v2
598,El reporte presenta opciones disponibles,neutral,manual,v2
599,El reporte quedo documentado en el reporte,neutral,manual,v2
600,El reporte se mantiene sin novedad,neutral,manual,v2
601,La factura quedo registrado en el sistema,neutral,manual,v2
602,La factura se encuentra en revision,neutral,manual,v2
603,La factura muestra el estado actual,neutral,manual,v2
604,La factura fue recibido correctamente,neutral,manual,v2
605,La factura esta disponible para consulta,neutral,manual,v2
606,La factura permanece en proceso,neutral,manual,v2
607,La factura tiene informacion general,neutral,manual,v2
608,La factura fue actualizado en la plataforma,neutral,manual,v2
609,La factura aparece en el historial,neutral,manual,v2
610,La factura mantiene estado activo,neutral,manual,v2
611,La factura fue clasificado para revision,neutral,manual,v2
612,La factura esta programado para seguimiento,neutral,manual,v2
613,La factura quedo guardado sin cambios,neutral,manual,v2
614,La factura incluye datos descriptivos,neutral,manual,v2
615,La factura se muestra en el panel,neutral,manual,v2
616,La factura fue enviado para validacion,neutral,manual,v2
617,La factura esta pendiente de confirmacion,neutral,manual,v2
618,La factura contiene una descripcion breve,neutral,manual,v2
619,La factura se encuentra en la lista,neutral,manual,v2
620,La factura fue marcado como recibido,neutral,manual,v2
621,La factura tiene una fecha asignada,neutral,manual,v2
622,La factura continua abierto en el sistema,neutral,manual,v2
623,La factura presenta opciones disponibles,neutral,manual,v2
624,La factura quedo documentado en el reporte,neutral,manual,v2
625,La factura se mantiene sin novedad,neutral,manual,v2
626,El documento quedo registrado en el sistema,neutral,manual,v2
627,El documento se encuentra en revision,neutral,manual,v2
628,El documento muestra el estado actual,neutral,manual,v2
629,El documento fue recibido correctamente,neutral,manual,v2
630,El documento esta disponible para consulta,neutral,manual,v2
631,El documento permanece en proceso,neutral,manual,v2
632,El documento tiene informacion general,neutral,manual,v2
633,El documento fue actualizado en la plataforma,neutral,manual,v2
634,El documento aparece en el historial,neutral,manual,v2
635,El documento mantiene estado activo,neutral,manual,v2
636,El documento fue clasificado para revision,neutral,manual,v2
637,El documento esta programado para seguimiento,neutral,manual,v2
638,El documento quedo guardado sin cambios,neutral,manual,v2
639,El documento incluye datos descriptivos,neutral,manual,v2
640,El documento se muestra en el panel,neutral,manual,v2
641,El documento fue enviado para validacion,neutral,manual,v2
642,El documento esta pendiente de confirmacion,neutral,manual,v2
643,El documento contiene una descripcion breve,neutral,manual,v2
644,El documento se encuentra en la lista,neutral,manual,v2
645,El documento fue marcado como recibido,neutral,manual,v2
646,El documento tiene una fecha asignada,neutral,manual,v2
647,El documento continua abierto en el sistema,neutral,manual,v2
648,El documento presenta opciones disponibles,neutral,manual,v2
649,El documento quedo documentado en el reporte,neutral,manual,v2
650,El documento se mantiene sin novedad,neutral,manual,v2
651,La consulta quedo registrado en el sistema,neutral,manual,v2
652,La consulta se encuentra en revision,neutral,manual,v2
653,La consulta muestra el estado actual,neutral,manual,v2
654,La consulta fue recibido correctamente,neutral,manual,v2
655,La consulta esta disponible para consulta,neutral,manual,v2
656,La consulta permanece en proceso,neutral,manual,v2
657,La consulta tiene informacion general,neutral,manual,v2
658,La consulta fue actualizado en la plataforma,neutral,manual,v2
659,La consulta aparece en el historial,neutral,manual,v2
660,La consulta mantiene estado activo,neutral,manual,v2
661,La consulta fue clasificado para revision,neutral,manual,v2
662,La consulta esta programado para seguimiento,neutral,manual,v2
663,La consulta quedo guardado sin cambios,neutral,manual,v2
664,La consulta incluye datos descriptivos,neutral,manual,v2
665,La consulta se muestra en el panel,neutral,manual,v2
666,La consulta fue enviado para validacion,neutral,manual,v2
667,La consulta esta pendiente de confirmacion,neutral,manual,v2
668,La consulta contiene una descripcion breve,neutral,manual,v2
669,La consulta se encuentra en la lista,neutral,manual,v2
670,La consulta fue marcado como recibido,neutral,manual,v2
671,La consulta tiene una fecha asignada,neutral,manual,v2
672,La consulta continua abierto en el sistema,neutral,manual,v2
673,La consulta presenta opciones disponibles,neutral,manual,v2
674,La consulta quedo documentado en el reporte,neutral,manual,v2
675,La consulta se mantiene sin novedad,neutral,manual,v2
676,La entrega quedo registrado en el sistema,neutral,manual,v2
677,La entrega se encuentra en revision,neutral,manual,v2
678,La entrega muestra el estado actual,neutral,manual,v2
679,La entrega fue recibido correctamente,neutral,manual,v2
680,La entrega esta disponible para consulta,neutral,manual,v2
681,La entrega permanece en proceso,neutral,manual,v2
682,La entrega tiene informacion general,neutral,manual,v2
683,La entrega fue actualizado en la plataforma,neutral,manual,v2
684,La entrega aparece en el historial,neutral,manual,v2
685,La entrega mantiene estado activo,neutral,manual,v2
686,La entrega fue clasificado para revision,neutral,manual,v2
687,La entrega esta programado para seguimiento,neutral,manual,v2
688,La entrega quedo guardado sin cambios,neutral,manual,v2
689,La entrega incluye datos descriptivos,neutral,manual,v2
690,La entrega se muestra en el panel,neutral,manual,v2
691,La entrega fue enviado para validacion,neutral,manual,v2
692,La entrega esta pendiente de confirmacion,neutral,manual,v2
693,La entrega contiene una descripcion breve,neutral,manual,v2
694,La entrega se encuentra en la lista,neutral,manual,v2
695,La entrega fue marcado como recibido,neutral,manual,v2
696,La entrega tiene una fecha asignada,neutral,manual,v2
697,La entrega continua abierto en el sistema,neutral,manual,v2
698,La entrega presenta opciones disponibles,neutral,manual,v2
699,La entrega quedo documentado en el reporte,neutral,manual,v2
700,La entrega se mantiene sin novedad,neutral,manual,v2
701,El sistema quedo registrado en el sistema,neutral,manual,v2
702,El sistema se encuentra en revision,neutral,manual,v2
703,El sistema muestra el estado actual,neutral,manual,v2
704,El sistema fue recibido correctamente,neutral,manual,v2
705,El sistema esta disponible para consulta,neutral,manual,v2
706,El sistema permanece en proceso,neutral,manual,v2
707,El sistema tiene informacion general,neutral,manual,v2
708,El sistema fue actualizado en la plataforma,neutral,manual,v2
709,El sistema aparece en el historial,neutral,manual,v2
710,El sistema mantiene estado activo,neutral,manual,v2
711,El sistema fue clasificado para revision,neutral,manual,v2
712,El sistema esta programado para seguimiento,neutral,manual,v2
713,El sistema quedo guardado sin cambios,neutral,manual,v2
714,El sistema incluye datos descriptivos,neutral,manual,v2
715,El sistema se muestra en el panel,neutral,manual,v2
716,El sistema fue enviado para validacion,neutral,manual,v2
717,El sistema esta pendiente de confirmacion,neutral,manual,v2
718,El sistema contiene una descripcion breve,neutral,manual,v2
719,El sistema se encuentra en la lista,neutral,manual,v2
720,El sistema fue marcado como recibido,neutral,manual,v2
721,El sistema tiene una fecha asignada,neutral,manual,v2
722,El sistema continua abierto en el sistema,neutral,manual,v2
723,El sistema presenta opciones disponibles,neutral,manual,v2
724,El sistema quedo documentado en el reporte,neutral,manual,v2
725,El sistema se mantiene sin novedad,neutral,manual,v2
726,La orden quedo registrado en el sistema,neutral,manual,v2
727,La orden se encuentra en revision,neutral,manual,v2
728,La orden muestra el estado actual,neutral,manual,v2
729,La orden fue recibido correctamente,neutral,manual,v2
730,La orden esta disponible para consulta,neutral,manual,v2
731,La orden permanece en proceso,neutral,manual,v2
732,La orden tiene informacion general,neutral,manual,v2
733,La orden fue actualizado en la plataforma,neutral,manual,v2
734,La orden aparece en el historial,neutral,manual,v2
735,La orden mantiene estado activo,neutral,manual,v2
736,La orden fue clasificado para revision,neutral,manual,v2
737,La orden esta programado para seguimiento,neutral,manual,v2
738,La orden quedo guardado sin cambios,neutral,manual,v2
739,La orden incluye datos descriptivos,neutral,manual,v2
740,La orden se muestra en el panel,neutral,manual,v2
741,La orden fue enviado para validacion,neutral,manual,v2
742,La orden esta pendiente de confirmacion,neutral,manual,v2
743,La orden contiene una descripcion breve,neutral,manual,v2
744,La orden se encuentra en la lista,neutral,manual,v2
745,La orden fue marcado como recibido,neutral,manual,v2
746,La orden tiene una fecha asignada,neutral,manual,v2
747,La orden continua abierto en el sistema,neutral,manual,v2
748,La orden presenta opciones disponibles,neutral,manual,v2
749,La orden quedo documentado en el reporte,neutral,manual,v2
750,La orden se mantiene sin novedad,neutral,manual,v2
751,El archivo quedo registrado en el sistema,neutral,manual,v2
752,El archivo se encuentra en revision,neutral,manual,v2
753,El archivo muestra el estado actual,neutral,manual,v2
754,El archivo fue recibido correctamente,neutral,manual,v2
755,El archivo esta disponible para consulta,neutral,manual,v2
756,El archivo permanece en proceso,neutral,manual,v2
757,El archivo tiene informacion general,neutral,manual,v2
758,El archivo fue actualizado en la plataforma,neutral,manual,v2
759,El archivo aparece en el historial,neutral,manual,v2
760,El archivo mantiene estado activo,neutral,manual,v2
761,El archivo fue clasificado para revision,neutral,manual,v2
762,El archivo esta programado para seguimiento,neutral,manual,v2
763,El archivo quedo guardado sin cambios,neutral,manual,v2
764,El archivo incluye datos descriptivos,neutral,manual,v2
765,El archivo se muestra en el panel,neutral,manual,v2
766,El archivo fue enviado para validacion,neutral,manual,v2
767,El archivo esta pendiente de confirmacion,neutral,manual,v2
768,El archivo contiene una descripcion breve,neutral,manual,v2
769,El archivo se encuentra en la lista,neutral,manual,v2
770,El archivo fue marcado como recibido,neutral,manual,v2
771,El archivo tiene una fecha asignada,neutral,manual,v2
772,El archivo continua abierto en el sistema,neutral,manual,v2
773,El archivo presenta opciones disponibles,neutral,manual,v2
774,El archivo quedo documentado en el reporte,neutral,manual,v2
775,El archivo se mantiene sin novedad,neutral,manual,v2
776,La plataforma quedo registrado en el sistema,neutral,manual,v2
777,La plataforma se encuentra en revision,neutral,manual,v2
778,La plataforma muestra el estado actual,neutral,manual,v2
779,La plataforma fue recibido correctamente,neutral,manual,v2
780,La plataforma esta disponible para consulta,neutral,manual,v2
781,La plataforma permanece en proceso,neutral,manual,v2
782,La plataforma tiene informacion general,neutral,manual,v2
783,La plataforma fue actualizado en la plataforma,neutral,manual,v2
784,La plataforma aparece en el historial,neutral,manual,v2
785,La plataforma mantiene estado activo,neutral,manual,v2
786,La plataforma fue clasificado para revision,neutral,manual,v2
787,La plataforma esta programado para seguimiento,neutral,manual,v2
788,La plataforma quedo guardado sin cambios,neutral,manual,v2
789,La plataforma incluye datos descriptivos,neutral,manual,v2
790,La plataforma se muestra en el panel,neutral,manual,v2
791,La plataforma fue enviado para validacion,neutral,manual,v2
792,La plataforma esta pendiente de confirmacion,neutral,manual,v2
793,La plataforma contiene una descripcion breve,neutral,manual,v2
794,La plataforma se encuentra en la lista,neutral,manual,v2
795,La plataforma fue marcado como recibido,neutral,manual,v2
796,La plataforma tiene una fecha asignada,neutral,manual,v2
797,La plataforma continua abierto en el sistema,neutral,manual,v2
798,La plataforma presenta opciones disponibles,neutral,manual,v2
799,La plataforma quedo documentado en el reporte,neutral,manual,v2
800,La plataforma se mantiene sin novedad,neutral,manual,v2
801,El formulario quedo registrado en el sistema,neutral,manual,v2
802,El formulario se encuentra en revision,neutral,manual,v2
803,El formulario muestra el estado actual,neutral,manual,v2
804,El formulario fue recibido correctamente,neutral,manual,v2
805,El formulario esta disponible para consulta,neutral,manual,v2
806,El formulario permanece en proceso,neutral,manual,v2
807,El formulario tiene informacion general,neutral,manual,v2
808,El formulario fue actualizado en la plataforma,neutral,manual,v2
809,El formulario aparece en el historial,neutral,manual,v2
810,El formulario mantiene estado activo,neutral,manual,v2
811,El formulario fue clasificado para revision,neutral,manual,v2
812,El formulario esta programado para seguimiento,neutral,manual,v2
813,El formulario quedo guardado sin cambios,neutral,manual,v2
814,El formulario incluye datos descriptivos,neutral,manual,v2
815,El formulario se muestra en el panel,neutral,manual,v2
816,El formulario fue enviado para validacion,neutral,manual,v2
817,El formulario esta pendiente de confirmacion,neutral,manual,v2
818,El formulario contiene una descripcion breve,neutral,manual,v2
819,El formulario se encuentra en la lista,neutral,manual,v2
820,El formulario fue marcado como recibido,neutral,manual,v2
821,El formulario tiene una fecha asignada,neutral,manual,v2
822,El formulario continua abierto en el sistema,neutral,manual,v2
823,El formulario presenta opciones disponibles,neutral,manual,v2
824,El formulario quedo documentado en el reporte,neutral,manual,v2
825,El formulario se mantiene sin novedad,neutral,manual,v2
826,La revision quedo registrado en el sistema,neutral,manual,v2
827,La revision se encuentra en revision,neutral,manual,v2
828,La revision muestra el estado actual,neutral,manual,v2
829,La revision fue recibido correctamente,neutral,manual,v2
830,La revision esta disponible para consulta,neutral,manual,v2
831,La revision permanece en proceso,neutral,manual,v2
832,La revision tiene informacion general,neutral,manual,v2
833,La revision fue actualizado en la plataforma,neutral,manual,v2
834,La revision aparece en el historial,neutral,manual,v2
835,La revision mantiene estado activo,neutral,manual,v2
836,La revision fue clasificado para revision,neutral,manual,v2
837,La revision esta programado para seguimiento,neutral,manual,v2
838,La revision quedo guardado sin cambios,neutral,manual,v2
839,La revision incluye datos descriptivos,neutral,manual,v2
840,La revision se muestra en el panel,neutral,manual,v2
841,La revision fue enviado para validacion,neutral,manual,v2
842,La revision esta pendiente de confirmacion,neutral,manual,v2
843,La revision contiene una descripcion breve,neutral,manual,v2
844,La revision se encuentra en la lista,neutral,manual,v2
845,La revision fue marcado como recibido,neutral,manual,v2
846,La revision tiene una fecha asignada,neutral,manual,v2
847,La revision continua abierto en el sistema,neutral,manual,v2
848,La revision presenta opciones disponibles,neutral,manual,v2
849,La revision quedo documentado en el reporte,neutral,manual,v2
850,La revision se mantiene sin novedad,neutral,manual,v2
851,El registro quedo registrado en el sistema,neutral,manual,v2
852,El registro se encuentra en revision,neutral,manual,v2
853,El registro muestra el estado actual,neutral,manual,v2
854,El registro fue recibido correctamente,neutral,manual,v2
855,El registro esta disponible para consulta,neutral,manual,v2
856,El registro permanece en proceso,neutral,manual,v2
857,El registro tiene informacion general,neutral,manual,v2
858,El registro fue actualizado en la plataforma,neutral,manual,v2
859,El registro aparece en el historial,neutral,manual,v2
860,El registro mantiene estado activo,neutral,manual,v2
861,El registro fue clasificado para revision,neutral,manual,v2
862,El registro esta programado para seguimiento,neutral,manual,v2
863,El registro quedo guardado sin cambios,neutral,manual,v2
864,El registro incluye datos descriptivos,neutral,manual,v2
865,El registro se muestra en el panel,neutral,manual,v2
866,El registro fue enviado para validacion,neutral,manual,v2
867,El registro esta pendiente de confirmacion,neutral,manual,v2
868,El registro contiene una descripcion breve,neutral,manual,v2
869,El registro se encuentra en la lista,neutral,manual,v2
870,El registro fue marcado como recibido,neutral,manual,v2
871,El registro tiene una fecha asignada,neutral,manual,v2
872,El registro continua abierto en el sistema,neutral,manual,v2
873,El registro presenta opciones disponibles,neutral,manual,v2
874,El registro quedo documentado en el reporte,neutral,manual,v2
875,El registro se mantiene sin novedad,neutral,manual,v2
876,La informacion quedo registrado en el sistema,neutral,manual,v2
877,La informacion se encuentra en revision,neutral,manual,v2
878,La informacion muestra el estado actual,neutral,manual,v2
879,La informacion fue recibido correctamente,neutral,manual,v2
880,La informacion esta disponible para consulta,neutral,manual,v2
881,La informacion permanece en proceso,neutral,manual,v2
882,La informacion tiene informacion general,neutral,manual,v2
883,La informacion fue actualizado en la plataforma,neutral,manual,v2
884,La informacion aparece en el historial,neutral,manual,v2
885,La informacion mantiene estado activo,neutral,manual,v2
886,La informacion fue clasificado para revision,neutral,manual,v2
887,La informacion esta programado para seguimiento,neutral,manual,v2
888,La informacion quedo guardado sin cambios,neutral,manual,v2
889,La informacion incluye datos descriptivos,neutral,manual,v2
890,La informacion se muestra en el panel,neutral,manual,v2
891,La informacion fue enviado para validacion,neutral,manual,v2
892,La informacion esta pendiente de confirmacion,neutral,manual,v2
893,La informacion contiene una descripcion breve,neutral,manual,v2
894,La informacion se encuentra en la lista,neutral,manual,v2
895,La informacion fue marcado como recibido,neutral,manual,v2
896,La informacion tiene una fecha asignada,neutral,manual,v2
897,La informacion continua abierto en el sistema,neutral,manual,v2
898,La informacion presenta opciones disponibles,neutral,manual,v2
899,La informacion quedo documentado en el reporte,neutral,manual,v2
900,La informacion se mantiene sin novedad,neutral,manual,v2
901,El tramite quedo registrado en el sistema,neutral,manual,v2
902,El tramite se encuentra en revision,neutral,manual,v2
903,El tramite muestra el estado actual,neutral,manual,v2
904,El tramite fue recibido correctamente,neutral,manual,v2
905,El tramite esta disponible para consulta,neutral,manual,v2
906,El tramite permanece en proceso,neutral,manual,v2
907,El tramite tiene informacion general,neutral,manual,v2
908,El tramite fue actualizado en la plataforma,neutral,manual,v2
909,El tramite aparece en el historial,neutral,manual,v2
910,El tramite mantiene estado activo,neutral,manual,v2
911,El tramite fue clasificado para revision,neutral,manual,v2
912,El tramite esta programado para seguimiento,neutral,manual,v2
913,El tramite quedo guardado sin cambios,neutral,manual,v2
914,El tramite incluye datos descriptivos,neutral,manual,v2
915,El tramite se muestra en el panel,neutral,manual,v2
916,El tramite fue enviado para validacion,neutral,manual,v2
917,El tramite esta pendiente de confirmacion,neutral,manual,v2
918,El tramite contiene una descripcion breve,neutral,manual,v2
919,El tramite se encuentra en la lista,neutral,manual,v2
920,El tramite fue marcado como recibido,neutral,manual,v2
921,El tramite tiene una fecha asignada,neutral,manual,v2
922,El tramite continua abierto en el sistema,neutral,manual,v2
923,El tramite presenta opciones disponibles,neutral,manual,v2
924,El tramite quedo documentado en el reporte,neutral,manual,v2
925,El tramite se mantiene sin novedad,neutral,manual,v2
926,La respuesta quedo registrado en el sistema,neutral,manual,v2
927,La respuesta se encuentra en revision,neutral,manual,v2
928,La respuesta muestra el estado actual,neutral,manual,v2
929,La respuesta fue recibido correctamente,neutral,manual,v2
930,La respuesta esta disponible para consulta,neutral,manual,v2
931,La respuesta permanece en proceso,neutral,manual,v2
932,La respuesta tiene informacion general,neutral,manual,v2
933,La respuesta fue actualizado en la plataforma,neutral,manual,v2
934,La respuesta aparece en el historial,neutral,manual,v2
935,La respuesta mantiene estado activo,neutral,manual,v2
936,La respuesta fue clasificado para revision,neutral,manual,v2
937,La respuesta esta programado para seguimiento,neutral,manual,v2
938,La respuesta quedo guardado sin cambios,neutral,manual,v2
939,La respuesta incluye datos descriptivos,neutral,manual,v2
940,La respuesta se muestra en el panel,neutral,manual,v2
941,La respuesta fue enviado para validacion,neutral,manual,v2
942,La respuesta esta pendiente de confirmacion,neutral,manual,v2
943,La respuesta contiene una descripcion breve,neutral,manual,v2
944,La respuesta se encuentra en la lista,neutral,manual,v2
945,La respuesta fue marcado como recibido,neutral,manual,v2
946,La respuesta tiene una fecha asignada,neutral,manual,v2
947,La respuesta continua abierto en el sistema,neutral,manual,v2
948,La respuesta presenta opciones disponibles,neutral,manual,v2
949,La respuesta quedo documentado en el reporte,neutral,manual,v2
950,La respuesta se mantiene sin novedad,neutral,manual,v2
951,El panel quedo registrado en el sistema,neutral,manual,v2
952,El panel se encuentra en revision,neutral,manual,v2
953,El panel muestra el estado actual,neutral,manual,v2
954,El panel fue recibido correctamente,neutral,manual,v2
955,El panel esta disponible para consulta,neutral,manual,v2
956,El panel permanece en proceso,neutral,manual,v2
957,El panel tiene informacion general,neutral,manual,v2
958,El panel fue actualizado en la plataforma,neutral,manual,v2
959,El panel aparece en el historial,neutral,manual,v2
960,El panel mantiene estado activo,neutral,manual,v2
961,El panel fue clasificado para revision,neutral,manual,v2
962,El panel esta programado para seguimiento,neutral,manual,v2
963,El panel quedo guardado sin cambios,neutral,manual,v2
964,El panel incluye datos descriptivos,neutral,manual,v2
965,El panel se muestra en el panel,neutral,manual,v2
966,El panel fue enviado para validacion,neutral,manual,v2
967,El panel esta pendiente de confirmacion,neutral,manual,v2
968,El panel contiene una descripcion breve,neutral,manual,v2
969,El panel se encuentra en la lista,neutral,manual,v2
970,El panel fue marcado como recibido,neutral,manual,v2
971,El panel tiene una fecha asignada,neutral,manual,v2
972,El panel continua abierto en el sistema,neutral,manual,v2
973,El panel presenta opciones disponibles,neutral,manual,v2
974,El panel quedo documentado en el reporte,neutral,manual,v2
975,El panel se mantiene sin novedad,neutral,manual,v2
976,La notificacion quedo registrado en el sistema,neutral,manual,v2
977,La notificacion se encuentra en revision,neutral,manual,v2
978,La notificacion muestra el estado actual,neutral,manual,v2
979,La notificacion fue recibido correctamente,neutral,manual,v2
980,La notificacion esta disponible para consulta,neutral,manual,v2
981,La notificacion permanece en proceso,neutral,manual,v2
982,La notificacion tiene informacion general,neutral,manual,v2
983,La notificacion fue actualizado en la plataforma,neutral,manual,v2
984,La notificacion aparece en el historial,neutral,manual,v2
985,La notificacion mantiene estado activo,neutral,manual,v2
986,La notificacion fue clasificado para revision,neutral,manual,v2
987,La notificacion esta programado para seguimiento,neutral,manual,v2
988,La notificacion quedo guardado sin cambios,neutral,manual,v2
989,La notificacion incluye datos descriptivos,neutral,manual,v2
990,La notificacion se muestra en el panel,neutral,manual,v2
991,La notificacion fue enviado para validacion,neutral,manual,v2
992,La notificacion esta pendiente de confirmacion,neutral,manual,v2
993,La notificacion contiene una descripcion breve,neutral,manual,v2
994,La notificacion se encuentra en la lista,neutral,manual,v2
995,La notificacion fue marcado como recibido,neutral,manual,v2
996,La notificacion tiene una fecha asignada,neutral,manual,v2
997,La notificacion continua abierto en el sistema,neutral,manual,v2
998,La notificacion presenta opciones disponibles,neutral,manual,v2
999,La notificacion quedo documentado en el reporte,neutral,manual,v2
1000,La notificacion se mantiene sin novedad,neutral,manual,v2
1001,El servicio fue lento y confuso,negativo,manual,v2
1002,El servicio no resolvio el problema,negativo,manual,v2
1003,El servicio presento fallas constantes,negativo,manual,v2
1004,El servicio resulto insatisfactorio,negativo,manual,v2
1005,El servicio tuvo demasiados errores,negativo,manual,v2
1006,El servicio no cumplio lo esperado,negativo,manual,v2
1007,El servicio se interrumpio sin aviso,negativo,manual,v2
1008,El servicio fue dificil de completar,negativo,manual,v2
1009,El servicio genero mucha confusion,negativo,manual,v2
1010,El servicio tuvo baja calidad,negativo,manual,v2
1011,El servicio fue incompleta y tardia,negativo,manual,v2
1012,El servicio no ayudo a resolver la duda,negativo,manual,v2
1013,El servicio se desarrollo con demoras,negativo,manual,v2
1014,El servicio dejo una mala impresion,negativo,manual,v2
1015,El servicio fue poco confiable durante el uso,negativo,manual,v2
1016,El servicio respondio de forma deficiente,negativo,manual,v2
1017,El servicio empeoro la experiencia general,negativo,manual,v2
1018,El servicio fue fria y poco clara,negativo,manual,v2
1019,El servicio impidio avanzar correctamente,negativo,manual,v2
1020,El servicio tuvo un resultado negativo,negativo,manual,v2
1021,El servicio llego en mal estado,negativo,manual,v2
1022,El servicio se gestiono incorrectamente,negativo,manual,v2
1023,El servicio fue complicada y poco practica,negativo,manual,v2
1024,El servicio entrego informacion insuficiente,negativo,manual,v2
1025,El servicio mostro un desempeno inestable,negativo,manual,v2
1026,La atencion fue lento y confuso,negativo,manual,v2
1027,La atencion no resolvio el problema,negativo,manual,v2
1028,La atencion presento fallas constantes,negativo,manual,v2
1029,La atencion resulto insatisfactorio,negativo,manual,v2
1030,La atencion tuvo demasiados errores,negativo,manual,v2
1031,La atencion no cumplio lo esperado,negativo,manual,v2
1032,La atencion se interrumpio sin aviso,negativo,manual,v2
1033,La atencion fue dificil de completar,negativo,manual,v2
1034,La atencion genero mucha confusion,negativo,manual,v2
1035,La atencion tuvo baja calidad,negativo,manual,v2
1036,La atencion fue incompleta y tardia,negativo,manual,v2
1037,La atencion no ayudo a resolver la duda,negativo,manual,v2
1038,La atencion se desarrollo con demoras,negativo,manual,v2
1039,La atencion dejo una mala impresion,negativo,manual,v2
1040,La atencion fue poco confiable durante el uso,negativo,manual,v2
1041,La atencion respondio de forma deficiente,negativo,manual,v2
1042,La atencion empeoro la experiencia general,negativo,manual,v2
1043,La atencion fue fria y poco clara,negativo,manual,v2
1044,La atencion impidio avanzar correctamente,negativo,manual,v2
1045,La atencion tuvo un resultado negativo,negativo,manual,v2
1046,La atencion llego en mal estado,negativo,manual,v2
1047,La atencion se gestiono incorrectamente,negativo,manual,v2
1048,La atencion fue complicada y poco practica,negativo,manual,v2
1049,La atencion entrego informacion insuficiente,negativo,manual,v2
1050,La atencion mostro un desempeno inestable,negativo,manual,v2
1051,El producto fue lento y confuso,negativo,manual,v2
1052,El producto no resolvio el problema,negativo,manual,v2
1053,El producto presento fallas constantes,negativo,manual,v2
1054,El producto resulto insatisfactorio,negativo,manual,v2
1055,El producto tuvo demasiados errores,negativo,manual,v2
